nome_arquivo,rotulo,FOS_FOS_Mean,FOS_FOS_Variance,FOS_FOS_Median,FOS_FOS_Mode,FOS_FOS_Skewness,FOS_FOS_Kurtosis,FOS_FOS_Energy,FOS_FOS_Entropy,FOS_FOS_MinimalGrayLevel,FOS_FOS_MaximalGrayLevel,FOS_FOS_CoefficientOfVariation,FOS_FOS_10Percentile,FOS_FOS_25Percentile,FOS_FOS_75Percentile,FOS_FOS_90Percentile,FOS_FOS_HistogramWidth,GLCM_GLCM_ASM_Mean,GLCM_GLCM_Contrast_Mean,GLCM_GLCM_Correlation_Mean,GLCM_GLCM_SumOfSquaresVariance_Mean,GLCM_GLCM_InverseDifferenceMoment_Mean,GLCM_GLCM_SumAverage_Mean,GLCM_GLCM_SumVariance_Mean,GLCM_GLCM_SumEntropy_Mean,GLCM_GLCM_Entropy_Mean,GLCM_GLCM_DifferenceVariance_Mean,GLCM_GLCM_DifferenceEntropy_Mean,GLCM_GLCM_Information1_Mean,GLCM_GLCM_Information2_Mean,GLCM_GLCM_MaximalCorrelationCoefficient_Mean,geo_largura,geo_altura,geo_area_pixels,geo_aspect_ratio,geo_diagonal,geo_num_canais,geo_perimetro,geo_compacidade,cor_R_media,cor_R_std,cor_R_min,cor_R_max,cor_R_mediana,cor_G_media,cor_G_std,cor_G_min,cor_G_max,cor_G_mediana,cor_B_media,cor_B_std,cor_B_min,cor_B_max,cor_B_mediana,cor_H_media,cor_H_std,cor_S_media,cor_S_std,cor_V_media,cor_V_std,cor_brilho_geral,cor_contraste_geral,tex_gradiente_medio,tex_gradiente_std,tex_gradiente_max,tex_laplacian_media,tex_laplacian_std,tex_entropia,tex_suavidade,tex_uniformidade,meta_tamanho_bytes,meta_tamanho_kb,meta_ano_modificacao,meta_mes_modificacao,meta_dia_semana,meta_tem_exif,comp_variancia_blocos,comp_media_blocos,comp_energia_dct,comp_coef_dc
whatsapp_014_manip_3.png,manipulado,22.745658562091503,310.8262413483478,17.0,17.0,6.975734620804179,65.99202574122809,0.4943628543639118,1.1402818919487665,17.0,255.0,0.1812700043114748,17.0,17.0,22.0,41.0,24.0,0.4574235628455437,113.36810087978644,0.8172287893121347,310.0962566796645,0.9111152614837308,45.31746703630304,1127.0169258388712,1.9065854736076155,2.084005101438609,0.0029614660255602,0.8786832103917185,-0.7330540151242686,0.9530841798795506,3.4412498126426243,600,800,480000,0.75,1000.0,3,2800,0.7693696294505616,15.132397916666667,15.699331393671805,0,255,11.0,26.190204166666668,19.83790021335379,20,255,20.0,31.82089375,19.173739694380895,26,255,26.0,101.159125,6.323075799617485,138.24757083333333,24.431331752126866,32.335710416666664,21.214497906686553,23.52470625,17.462903240905007,10.11645843340873,59.64070200317714,813.9041712634233,3.545089583333333,22.076430822133354,1.1397415651295026,0.9967804683323143,0.4905081879427084,35319,34.4912109375,2025,10,5,0,9.247066851807713,2.7525843083422408,395008740.0,15697.095
twitter_001_manip_2.png,manipulado,2.852302222222222,423.4824202473554,0.0,0.0,8.327512903676775,76.34141954380033,0.951591842221914,0.2594594498095317,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231995910882858,6204.3312204633385,0.4048764647707693,5202.797361882043,0.2510247806799324,223.67859854519276,14606.858227064826,7.853761004712347,10.927852202337824,0.0002470624817859,6.357714054808834,-0.4208061288371261,0.9983087929698238,3.628728614630125,600,800,480000,0.75,1000.0,3,2800,0.7693696294505616,3.0910458333333333,23.13930787619991,0,255,0.0,2.828875,20.583023030344915,0,255,0.0,2.3500354166666666,18.613100510762433,0,255,0.0,1.7359854166666666,12.848743228416856,4.0633125,28.581672228207267,3.6687958333333333,25.46299274699095,2.851447916666667,20.587656318658638,14.421233562596402,85.81839826556057,1001.7844079441444,4.946320833333333,31.56283963513634,0.26235983565487403,0.9976349725197798,0.9441720510937498,27936,27.28125,2025,10,5,0,13.897900482627506,3.5415442373831927,206352030.0,1968.4136
instagram_013_manip_2.png,manipulado,54.04252862745098,3412.0372008600903,0.0,0.0,0.261804422439937,1.4328679324524467,0.2871533903340421,2.3863077797830843,0.0,255.0,0.0,0.0,0.0,114.0,120.0,120.0,0.0202662461452494,292.26689450337966,0.5307885499332945,315.0365433356387,0.7976103229094532,228.38116496214911,967.8792788391656,5.934389877544222,6.450055723423865,0.0020976263281533,1.309956271031813,-0.7329410017854336,0.9996912342146832,2.7644604175512786,600,800,480000,0.75,1000.0,3,2800,0.7693696294505616,52.07833541666667,56.45557659032301,0,255,0.0,47.76136666666667,52.4322297904532,0,255,0.0,91.68963958333333,98.96161848242866,0,255,0.0,56.358410416666665,61.25240306760674,59.54484791666667,64.95841484748304,92.06564375,99.0803812214175,54.05973958333333,58.53369709633518,16.243632880215028,91.85997418636403,1097.9116540050024,5.392779166666666,29.67418877015287,2.3809001643394643,0.9997058533159746,0.28491438608506936,128634,125.619140625,2025,10,5,0,15.694895687045259,4.626016532292105,3022312400.0,37295.5
instagram_013_manip_1.png,manipulado,54.04603398692811,3412.467305929756,0.0,0.0,0.262052147894326,1.4339043416454618,0.287129275490555,2.386469929500898,0.0,255.0,0.0,0.0,0.0,114.0,120.0,120.0,0.0202642028937074,292.80064883699754,0.5307765867157481,315.60662413080854,0.7975658430485262,228.3830249713055,969.6258476862386,5.934838492708932,6.450832013716797,0.0020974033420959,1.310587063434502,-0.7328520475154576,0.9996910750840328,2.758455116209262,600,800,480000,0.75,1000.0,3,2800,0.7693696294505616,52.081952083333334,56.46001695984547,0,255,0.0,47.76480625,52.43641016491589,0,255,0.0,91.69307708333334,98.96230317856677,0,255,0.0,56.357883333333334,61.25253803193021,59.54589166666667,64.95882761889715,92.06908958333334,99.08133762829816,54.06324583333333,58.53742613318339,16.270674246726767,92.00827513267619,1066.3170260293136,5.399804166666667,29.688531946976877,2.3810616806599434,0.9997058903791056,0.2848904592708334,128698,125.681640625,2025,10,5,0,15.709026764562964,4.631431338696,3022698500.0,37297.918
twitter_003_manip_3.png,manipulado,2.624307450980392,372.24617036193393,0.0,0.0,8.687467887801555,85.00080731779136,0.9540119904006824,0.2486391967315396,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0230626884337223,5865.416109480324,0.3772125459945582,4698.960982797875,0.2650259708856151,214.0004355644573,12930.427821711171,7.848114159820594,10.87934688854847,0.0002683208334078,6.2716923498690615,-0.4243322134706271,0.9983713923052406,3.527559800214767,600,800,480000,0.75,1000.0,3,2800,0.7693696294505616,2.6798854166666666,20.160265467916616,0,255,0.0,2.5015083333333332,18.845316112806344,0,255,0.0,3.116233333333333,23.515222689686716,0,255,0.0,2.09411875,14.910725376192529,3.596633333333333,25.9617107390651,3.571658333333333,25.32365648130748,2.623679166666667,19.30576585195207,13.523591572451409,82.5385668196884,982.2311336951196,4.582020833333333,29.97065828995642,0.25158184919046844,0.9973103238978627,0.946573328793403,27264,26.625,2025,10,5,0,13.599282001436183,3.3973482229385534,181260030.0,1811.0712
instagram_005_manip_1.png,manipulado,54.129428496732025,3414.554278183383,0.0,0.0,0.2615210715144592,1.4389422542307764,0.2861366914291087,2.394277761893401,0.0,255.0,0.0,0.0,0.0,114.0,120.0,120.0,0.0202122907103466,306.0918684136672,0.5171653088417186,320.7581981615672,0.79699453860538,228.3317023390476,976.9409242326057,5.943817720854444,6.464245845550862,0.0020939244306293,1.3205120625608413,-0.7325754723980833,0.999694831672491,2.737258036376377,600,800,480000,0.75,1000.0,3,2800,0.7693696294505616,51.92322291666667,56.32478146751045,0,255,0.0,47.99834791666667,52.7131288534519,0,255,0.0,91.63891041666666,98.79491809499179,0,255,0.0,56.334925,61.17084933673644,59.854427083333334,65.34696223321532,92.11719583333333,98.97130620860092,54.14692291666667,58.55522228978861,16.902604200934835,94.19226709003175,1067.06419675669,5.5763625,30.34563203054656,2.3888390137071647,0.9997060700762456,0.2839056146267363,128864,125.84375,2025,10,5,0,16.027228591054268,4.811872770289653,3027993300.0,37355.473
instagram_002_manip_2.png,manipulado,54.06060549019608,3408.7924001744304,0.0,0.0,0.2590522886695571,1.427020823820711,0.2868284001089493,2.3865831070039625,0.0,255.0,0.0,0.0,0.0,114.0,120.0,120.0,0.0203141529698595,286.04799050873135,0.5360635952135421,311.99087300178826,0.7975602972807632,228.3345414649924,961.91550149841,5.931593395595348,6.449135610631517,0.0020972278180129,1.310964317165027,-0.7318349500979145,0.9996853631692294,2.753872224223717,600,800,480000,0.75,1000.0,3,2800,0.7693696294505616,52.01986458333333,56.34918935366325,0,255,0.0,47.815733333333334,52.44723725608011,0,255,0.0,91.72605,98.96833065294592,0,255,0.0,56.37940416666667,61.23068673722065,59.64264791666667,65.06565259340141,92.11815416666667,99.07853760826762,54.079152083333334,58.5076898039711,16.359255742817577,92.08722455661857,1091.630889998996,5.384933333333334,29.249552489454146,2.381174416063392,0.9997055733964109,0.2845919298871529,128842,125.822265625,2025,10,5,0,15.733957528626553,4.689263202831033,3021691600.0,37307.973
twitter_015_manip_2.png,manipulado,2.425223529411765,343.33595609709727,0.0,0.0,8.989725086185443,90.52301754038528,0.9577129851981028,0.2311138897039936,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027667010479081,5729.156175269353,0.3928067607992479,4710.485194569598,0.2690795674421539,214.5850191402998,13112.78460300904,7.7583787373961055,10.77447149251244,0.0002775355024985,6.231931845629439,-0.4174202189331198,0.9980448023152788,3.814213365358964,600,800,480000,0.75,1000.0,3,2800,0.7693696294505616,2.7947854166666666,22.32552849075366,0,255,0.0,2.3242041666666666,18.062558188833133,0,255,0.0,1.99639375,17.1721117633105,0,255,0.0,1.50576875,12.06000259348466,3.626341666666667,27.31024937851347,3.2819583333333333,24.346906021743198,2.42755,18.561488270902004,12.527298526216518,79.24458099223595,986.8941179275515,4.210175,28.136743844422842,0.23412500039349884,0.9970845031423068,0.9502454660416667,26229,25.6142578125,2025,10,5,0,12.834915996948864,3.187646436719425,166958610.0,1673.6807
instagram_000_manip_3.png,manipulado,54.25459869281046,3422.68244386896,0.0,0.0,0.2633425024821165,1.4546461691895456,0.2850517123406554,2.400043280878803,0.0,255.0,0.0,0.0,0.0,114.0,120.0,120.0,0.0203042323743611,320.5726851556042,0.5123288955167772,332.7175009809266,0.7957929916871394,228.3732682797311,1010.2973187681037,5.9467970267004855,6.475640709582756,0.0020873656307974,1.3382379470500767,-0.7311600127633885,0.9996922914492123,2.748215829991001,600,800,480000,0.75,1000.0,3,2800,0.7693696294505616,52.150079166666664,56.43517654126486,0,255,0.0,48.03187916666667,52.636336154017535,0,255,0.0,91.97731458333334,98.98051544347103,0,255,0.0,56.481120833333335,61.21127188743153,59.906845833333335,65.22999637028887,92.39905416666667,99.11397951317832,54.2733,58.62579898909694,17.64461949413478,96.7046653626763,1099.0614177560778,5.7401125,30.76228176138218,2.394582011134032,0.9997067678859297,0.2828290953819445,129426,126.392578125,2025,10,5,0,16.35389131908817,4.950366106192986,3038340400.0,37441.855
instagram_012_manip_2.png,manipulado,54.184964183006535,3424.969649990274,0.0,0.0,0.2645264696811795,1.4451973291529088,0.2862360781333676,2.396197286338405,0.0,255.0,0.0,0.0,0.0,114.0,120.0,120.0,0.0202094011836961,302.785079894574,0.5315976359773201,326.8619870269772,0.7968905054398546,228.5985511663644,1004.662868213336,5.94978129389008,6.471541000602933,0.0020936766108206,1.320955573797265,-0.7329686490231898,0.9996992517032997,2.809046051614296,600,800,480000,0.75,1000.0,3,2800,0.7693696294505616,52.085152083333334,56.40408182959253,0,255,0.0,48.039402083333336,52.82064356914975,0,255,0.0,91.49357916666666,98.83451678828047,0,255,0.0,56.265335416666666,61.16451670181546,59.819004166666666,65.31857190984545,92.15305625,99.01766374844944,54.20344791666667,58.64614411333341,16.889963506476196,94.21360804620126,1091.078365654823,5.5667583333333335,30.200059119699308,2.3907510400098086,0.9997069636623992,0.284004226388889,129813,126.7705078125,2025,10,5,0,16.093127661483692,4.815145189403167,3035837400.0,37393.797
